score,sentence1_tr,sentence2_tr
4.4,"İsrail, Alman yazar Grass'ı şiir üzerine ziyaretten men etti",İsrail barlar Alman yazar Çimen şiir üzerine
1.8,Notun 1 Ağustos 2012 için Mutlaka Okunmalıdır,Notun Okuması Gerekenler 4 Temmuz 2012 Çarşamba
2.4,NATO ABD askerleri Afgan sivillerin vurulması nedeniyle gözaltına alındı,"ABD, Afgan sivillere ateş açılmasına üzüldüğünü açıkladı"
1.6,Fransa cumhurbaşkanlığı seçimlerini Hollande kazandı,Doğu Timor cumhurbaşkanlığı seçimlerinde oy kullandı
1.8,Ordu: Suriye kimyasal stokları İsrail'i tehdit ediyor,Rusya Suriye'ye kimyasal silah tehdidinin kabul edilemez olduğunu söyledi
3.6,"Fitch, Ford'ı yatırım notine yükseltti","Fitch, Ford kredisini yatırım notine geri yükledi"
2.0,"Muhalifler, Suriye barış planı koşullarının ""kabul edilemez"" olduğunu söylüyor",Suriye barışı son tarih geçtikçe suya düştü
2.4,Yunanlılar daha fazla kesintiyi protesto ederken çatışmalar,Yunan oyları yaklaşırken çatışmalar patlak verdi
2.4,"Mont Blanc çığında 9 ölü, 11 yaralı, 4 kayıp","Mont Blanc çığında 6 ölü, çok sayıda kayıp"
4.6,Taliban casusluk için Facebook'ta 'çekici kadınlar' gibi poz veriyor,"Taliban askerleri, askerlerin sırlarını almak için Facebook'ta güzel kadın kılığına girerek"
1.2,Çinli aktivist Chen ABD'ye indi,Çinli aktivist adaletsizlikle mücadele çağrısını yeniledi
3.2,Şehir Odası: Empire State Binası Çekimi,Empire State Binası önünde silahlı saldırıda 2 ölü
4.4,Muhammed Mursi Eygptian cumhurbaşkanı olarak yemin etti,Mursi Mısır cumhurbaşkanı olarak yemin etti
1.0,Afganistan'da NATO üssüne düzenlenen saldırıda 15'i öldü,Afganistan baskınında yardım görevlileri serbest bırakıldı
1.0,"Yemen İntihar Patlaması, İhA Saldırısı En Az 30 Kişiyi Öldürdü",Irak'taki saldırılar en az altı kişiyi öldürdü
3.0,"Torres, Olimpiyat teklifi başarısız olduktan sonra yola devam ediyor","Torres 4. oldu, altıncı Olimpiyatları kaçırdı"
2.8,Pakistan Bin Ladin yerleşkesini yıkmaya başladı,Pakistan Usame bin Ladin sığınağına yıkıldı
3.6,Sudan Hartum'daki silah ateşlerinden İsrail'i sorumlu tuttu,Sudan'dan İsrail'e silah fabrikasına hava saldırısı suçlaması
3.8,Bordro vergi tedbiri konusunda Meclis-Senato anlaşmasına varıldı,Müzakereciler Kongre bordro vergi indirimi tasarısı üzerinde anlaşmaya vardı
1.4,"Tropikal Fırtına Isaac Haiti'yi sırılsıklam ediyor, Küba'yı kaydırıyor",Tropikal Fırtına Isaac barajı tehdit ediyor
2.2,Filistin yanlısı yabancı aktivistler Batı Şeria'ya girmek istiyor,Allenby'de 100 Filistin yanlısı İsrail'e girmek istiyor
3.0,Dünya hisse senetleri AB ve ABD'nin teşviki umutları üzerine yükseldi,Hisse senetleri Fed'in uyaranı umuduyla yükseldi
4.0,"Gore Vidal 86 yaşında öldü: Efsanevi yazar, oyun yazarı ve politikacı öldü","Ünlü yazar, oyun yazarı Gore Vidal 86 yaşında öldü"
2.4,Dünya hisse senetleri Yunanistan'ın borç anlaşması son tarihine kadar düştü,Asya hisse senetleri Yunanistan'ın borç anlaşması son tarihi öncesinde düştü
4.2,Güney Afrika polisi 30 madenciyi vurarak öldürdü,Güney Afrika polisi 30'dan fazla madenciyi öldürdüklerini açıkladı
2.4,"Isaac Haiti'yi sırılsıklam etti, Küba, Florida'ya doğru gidiyor","Isaac, evsiz deprem nüfusuyla Haiti'ye yaklaştı"
1.2,İngiltere Suriye muhalefetine ulaştı,Suriye halkı kimin umurunda?
4.0,Obama genç göçmenler için sınır dışı kurallarını gevşetiyor,ABD gençler için sınır dışı kurallarını gevşetiyor: Napolitano
3.8,Microsoft'un Surface'i gelecek için büyük bir bahis: Analistler,"Microsoft'un Surface tableti umut verici, ancak sorular devam ediyor"
3.6,'Beyaz' Bulger'ın kız arkadaşı 8 yıl yedi,"Gangster ""Whitey"" Bulger'ın kız arkadaşı 8 yıl yedi"
3.8,Moritanya cumhurbaşkanı ordu birliği tarafından vuruldu,Moritanya cumhurbaşkanına ateş açıldı
4.6,Breivik duruşmasında adam kendini ateşe verdi.,Adam Breivik duruşmasının dışında kendini ateşe verdi
3.8,ABD'nin İhA saldırısı Pakistan'ın kuzeybatısında 10 kişiyi öldürdü,Pakistan'da ABD İhA'sı 10 şüpheli militanı öldürdü
5.0,9.000 Amerikan deniz piyadesi Okinawa'dan ayrılacak,9.000 Amerikan deniz piyadesi Okinawa'dan taşınacak: açıklama
1.8,"Toys R Us, layaway programı için ücretten feragat ediyor",Wal-Mart tatil işten çıkarma programı için ücreti düşürdü
3.0,İran nükleer zenginleştirme faaliyetlerini genişletiyor: IAEA raporu,İran hassas nükleer çalışmaları hızlandırdı - IAEA
3.0,Disko Kraliçesi Donna Summer 63 yaşında öldü,"Donna Summer, disko kraliçesi"
4.0,"Irak Saldırıları Generali Öldürdü, Dört Polis",Irak'taki saldırılarda general ve 4 kişi öldü
2.6,İran'ın kuzeybatısındaki depremlerde en az 80 ölü,"İran'ın kuzeybatısındaki depremlerde 180 ölü, 1300 yaralı"
5.0,Brezilya'nın 'pop-star rahibi' mamut yeni sahnesine kavuştu,Brezilya'nın 'Pop-Star Rahibi' Mamut Yeni Sahnesine Çıktı
0.6,Washington: Medicare Fraud Sweep'da 100'den Fazla Kişi Suçlanıyor,Washington: Mahkeme Alabama Davasında Oy Hakkı Yasası'nı Onayladı
4.2,"Putin, Rusya'daki başkanlık seçimlerinde zaferini ilan etti",Putin başkanlık oylamasında zaferini iddia etti
1.0,Clinton Obama için savaşmaya hazır,"Clinton, Obama için zor bir hareket"
4.4,"Romney, Paul Ryan'ı aday arkadaşı olarak açıkladı","Romney, Ryan'ı GOP koşu arkadaşı olarak seçti"
2.2,Avrupa piyasaları Yunanistan'ın kurtarma umutları üzerine yükseldi,Avrupalı Bakanlar Yunanistan'ın Kurtarılmasını Onaylamaya Hazır
4.6,"Edwards 1 Suçtan Beraat Etti, Diğerlerine Hatalı Yargılama",Edwards bir suçtan suçsuz bulundu; başkalarına hatalı yargılama
4.2,Ukraynalı halterciye dört yıllık doping yasağı,Ukraynalı Korobka'ya dört yıllık doping yasağı
3.0,Silahlı adam okul katliamı filmini çekmiş olabilir.,Katil Fransa'daki okul çatışmalarını çekmiş olabilir.
1.6,Hong Kong hisse senetleri %0.28 değer kaybetti,Hong Kong hisse senetleri 0.62 pct daha yüksek açıldı
0.8,İntihar bombacısı Cezayir güvenlik üssüne saldırdı,İntihar bombacısı Nijerya kilisesini hedef alıyor
1.0,Tayland: İranlılar İsraillilere saldırmayı planlıyordu,"Malezya, İsraillilere saldırıdan dolayı İranlıyı iadeacak"
1.2,İsrail askeri mahkemesi Filistinli açlık grevcisinin temyiz başvurusunu reddetti,İsrail Filistinli açlık grevcileriyle anlaşmaya vardı
1.6,Avengers gişe rekoru kırdı,'Açlık Oyunları' gişe rekorları kırdı
4.2,Putin 'Rusya Başkanlık Seçimlerini Kazandı',"Putin, Rusya'nın başkanlık seçimlerini 'kazandı'"
1.4,Ruslar oy verirken Putin oy kullandı,"Putin, Rusya'daki başkanlık seçimlerini kazanacak"
4.8,"BM Başkanı Sesini Buldu, Çin Konusunda Temkinli Olmaya Devam Ediyor","Insight: BM başkanı sesini buldu, ancak Çin konusunda temkinli olmaya devam ediyor"
3.2,Libyalılar silah teslim etmeye başladı,Libyalılar orduya silah aktardı
2.4,İngiliz Canterbury Başpiskoposu kariyerini Cambridge olarak değiştirdi,Canterbury Başpiskoposu yarıklar arasında görevi bırakacak
4.2,"Pencap Postası Rohtak yakınlarında raydan çıktı, 19 yaralı","Pencap Postası Haryana'da Rohtak yakınlarında raydan çıktı, 19 yaralı"
4.0,George Zimmerman Trayvon Martin'i öldürmekle 'suçlanacak',"Yetkili, George Zimmerman'ın Trayvon Martin davasında suçlanacağını söyledi."
3.8,Hint Maocu isyancılar İtalyan rehineleri serbest bırakmaya yönelik görüşmeler teklif etti,Hindistan: Maocu isyancılar İtalyanları serbest bırakmaya yönelik görüşmelerde
2.8,NY'deki Empire State Binası'nda silahlı saldırıda iki kişinin öldüğü bildirildi,Şehir Odası: Empire State Binası Çekimi
1.0,Pakistan'daki intihar patlamasında 5 ölü,Pakistan'daki fabrika yangınında en az 63 ölü
2.4,Penn State futbolcuları yaptırımlara tepki gösterdi,Penn State futbolu NCAA yaptırımlarıyla çarptı
0.5,İsrail uzun süreli açlık grevinde Filistinliyi serbest bırakmalı veya yargılamalı,İsrailli bakan Filistin liderinin görevden alındı
1.0,"BM raporunda, Suriye'de her iki tarafın da haklarını kötüye kullanma olduğu belirtiliyor",NATO lideri Türkiye-Suriye çatışması riskini küçümsedi
3.2,Kuran yakmakla suçlanan kız saklandı,Kuran'ı yakmakla suçlanan kız kefaletle serbest bırakıldı
2.2,"Fransa, Suriye'yi kimyasal silah kullanımı konusunda uyardı",BM olası Suriye kimyasal silahlarında endişeli
4.4,Hayatı tehdit eden OrtaBatı fırtınalarından korkulan oldu,OrtaBatı İçin 'Hayatı Tehdit Eden' Fırtınalar Korkulan Oldu
0.8,Chicago öğretmen grevi 'çerçeve' anlaşmasıyla sona yaklaştı,Genel grev sona erdi: Histadrut ve Hazine anlaşmaya vardı
1.4,Endonezya devlet başkanı İngiltere'yi ziyaret etti,Endonezya devlet başkanı Avustralya'yı ziyaret etti
4.4,Fırtına Cumhuriyetçi kongrenin başlamasını erteledi,"Fırtına Florida'yı kırbaçladı, Cumhuriyetçilerin kongresini erteledi"
0.8,Afganistan'daki helikopter kazasında en az iki NATO öldü: Ordu,Afgan bombalı saldırılarında en az 18 kişi öldü: yetkililer
2.6,Başkan Mills istifa etmeli - Öğr.,Başkan John Evans Atta-Mills Şimdi İstifa Etmeli -NPP Almanya
5.0,NBA Finalleri'ni Miami Heat kazandı,"Miami Heat, NBA Şampiyonluğu'na ulaştı"
4.2,Japonya son nükleer reaktörü kapattı,Japonya bu hafta sonu son nükleer santralini kapattı
1.2,"Ryanair, Aer Lingus için yeni teklifte",Ryanair şefi rapor bulgularını selamladı
4.4,Rus Hava Kuvvetleri 100. yılını kutladı,Rus hava kuvvetlerinin 100.
2.2,Afganistan'da 6 NATO askeri öldürüldü,Nato Askeri Afganistan'da Öldürüldü
1.6,Mitt Romney için o kadar da Süper Salı değil,"Romney, GOP Süper Salı yarışmalarında Santorum'un lideri"
2.4,"Putin, Rus büyümesi bocalarken yemin etti",Putin 6 yıl boyunca Rusya devlet başkanı olarak yemin etti
3.4,"ArQule, Daiichi akciğer kanseri denemeyi durdurdu, tankı paylaşıyor",Akciğer kanseri çalışması rafa kaldırılırken ArQule hisseleri düşüyor
1.6,Genç ve babası kazada öldü,Korku kazasında ölen 3 kişinin adı açıklandı
4.2,"Endonezya'da 6,1 büyüklüğünde deprem meydana geldi","Endonezya'nın Papua kentinde 6,1 büyüklüğünde deprem meydana geldi -- USGS"
4.2,Afgan Huzursuzluğu Beşinci Gününe Girerken 2 Amerikalı Öldü,Afgan Huzursuzluğu Devam Ederken İki Amerikalı Subay Öldürüldü
0.6,Yetkililer: Romney Gizli Servis koruması alacak,Obama Gizli Servis skandalına seslendi
1.0,Japonya Başbakanı'ndan tsunami atıklarının daha hızlı işlenmesi çağrısı,Japonya deprem ve tsunami felaketinin üzerinden bir yıl geçti
1.4,Suriyeli savaş pilotu Ürdün'e iltica etti,Suriye Başbakanı Ürdün'e iltica etti
1.2,Suriye Arap Cumhuriyeti (the): Suriye Arap Cumhuriyeti: Suriyeli Mülteciler (28 Haziran 2012 itibariyle),Suriye Arap Cumhuriyeti (the): Annan dönüşü öncesinde Suriye'de 70'ten fazla kişi öldü
1.2,Afganistan'da intihar bombacısı 16 kişiyi öldürdü,Nijerya kilisesinde intihar bombacısı 12 kişiyi öldürdü
3.2,Havayolu şirketleri 'flytilla' aktivistlerinin TA'ya biletlerini iptal etti,İngiltere Havayolu şirketi İsrail'in İtirazları Üzerine 'Flytilla' Biletlerini İptal Etti
0.2,İspanya banka kurtarma istedi,kübalı muhalifin ölümünden yargılanan İspanyol
1.4,Güney Çin Denizi'nin bulanık suları,Güney Çin Denizi üzerinde barış yatıyor
0.6,Sri Lanka Pakistan'a karşı bir günlük canlanma istiyor,Pakistan'da üst düzey gazeteci öldürüldü
3.8,"SpaceX, Uluslararası Uzay İstasyonu'na yanaşıyor: Sırada halka açık seyahat mi var?",SpaceX Dragon Uluslararası Uzay İstasyonu ile Kenetlendi
4.0,Obama'nın PBS'ye destek vesini savunmak için 'Milyon Muppet Yürüyüşü',"Milyon Muppet March, PBS için ABD'nin desteklerini savunmayı planlıyordu"
1.4,Suriyeli muhalifler uzlaşma görüşmelerinde,Suriye Muhalefet Konseyi Fransa'da Elçi Kuracak
1.0,Sensex bütçe mavilerinde 193 puan düştü,Romney bütçe farklarını gönüllü olarak vermeyecek.
3.6,"Facebook, 15 milyar dolar toplamak için halka arzın boyutunu 25pc artırdı",Facebook halka arz boyutunu yüzde 25 artırdı
4.0,İran Parlamentosu Azledici Ahmedinejad'ı Sorguluyor,İran parlamentosu Cumhurbaşkanı Ahmedinejad'ı sorguluyor
1.6,Yemen'deki intihar saldırısında 7 asker öldü: Yetkililer,Afgan intihar arabası bombası en az yedi kişiyi öldürdü: yetkililer
0.8,Cumhurbaşkanlığı seçimleri Mısırlıları kutuplaştırıyor,GOP başkanlık umutları Güney yarışlarında çatıştı
1.8,Afganistan'da üç ABD askeri daha öldü,Nato Askeri Afganistan'da Öldürüldü
0.4,Polis otobüs kazasında ölü sayısını 8'e yükseltti,Rodney King'in ölümü kazara oldu.
0.8,Afgan doğusunda 4 yabancı asker öldü,Afgan içeriden saldırıda 2 İngiliz askeri öldü
3.6,Pakistan'da KızılHaç çalışanı öldü,Pakistan'da kaçırılan İngiliz Kızılhaç doktoru başı kesilmiş halde bulundu
3.8,Afgan ve ABD hükümetleri tartışmalı gece baskını için anlaşma imzaladı,Afganlar ve ABD gece baskınları için anlaşma imzaladı
1.6,Çin'de maden kazası 10 kişiyi öldürdü,Çin kamyon kazası 20 kişiyi öldürdü
0.4,Avustralya Windies'de İngiltere'ye gölgede bırakılabilir,Avustralya Başbakanı liderlik baskısı altında meydan okuyor
3.4,Pussy Riot kararı protesto edildi,Pussy Riot kararı meydan okuma ile karşılandı
2.2,Gizli Servis üzerindeki 'en büyük skandalını' gördü,Gizli Servis seks skandalı 'pişmanlık'
3.4,Kuveyt: Aktivistler Suriye büyükelçiliğini bastı; iki yaralı,Eylemciler Kuveyt'teki Suriye büyükelçiliğini bastı
3.4,Aung San Suu Kyi'nin İrlanda ziyaretinin ayrıntıları,Aung San Suu Kyi'nin tarihi gezisine coşkulu karşılama
2.2,"Key, Marae'nin kayıp bir fırsatı ziyaret ettiğini söylüyor",Key kalmak için Waitangi marae ziyaret istiyor
3.8,Norveç katliamın yıldönümünü kutladı,Norveç Breivik Katliamının Yıldönümünü Kutladı
0.0,Düşen enkazdan ölen kadın,Bir müttefik reddettiğinde
1.0,Aust hisseleri faiz indirimi sonrası %1 yükseldi,RBA bir faiz indirimi daha sunuyor
2.6,Almanya Yunanistan'ı uyardı: Reformlar olmadan paraya son,Euro bölgesinden Yunanistan'a: Reformlar olmadan kurtarma olmaz
3.2,Obama vurulan kurbanların aileleriyle görüşecek,Obama Batman silah kurbanlarıyla görüşecek
1.0,"Obama, iş verilerine rağmen Romney'e karşı liderliği genişletiyor: Reuters/Ipsos anketi","Romney kongre ""sıçraması"" ile Obama'nın liderliğini aldı: Reuters/Ipsos anketi"
1.4,"Toronto'daki silahlı saldırıda 2 ölü, 19 yaralı","Finlandiya'da silahlı saldırıda 2 ölü, 7 yaralı"
3.4,Papa'nın uşağı ne gördü - Vatikan sızıntıları nedeniyle tutuklanan yardımcı,Papa'nın uşağı Vatikan sızıntılarıyla ilgili skandalda tutuklandı
3.8,Moskova'da Putin karşıtı protestocular insan zinciri oluşturdu,Putin karşıtı protestocular insan zinciri oluşturdu
2.6,Washington'un Kongre Yasası 9 dolara satılıyor.8M,George Washington'un ABD Anayasası kopyası 9 dolara satılıyor.8m
4.4,Lakers İtfaiye Koçu Mike Brown 1-4 Başladıktan Sonra,"Lakers, Mike Brown'ı 1-4'den sonra kovdu"
3.4,Kanadalı Müslümanlar 'namus cinayetine' karşı fetva yayınladı,ABD ve Kanadalı imamlar namus cinayetlerine karşı fetva yayınladı
3.6,BM Suriye kararını ele alacak,BM Meclisi Suriye Tezkeresini OylayanaAcak
4.4,Asker katliamı 'hatırlayamıyor',ABD askeri 'katliamı hatırlamıyor'
1.2,"Libya Başbakanı, orijinali nedeniyle yapılan protestolar sonrasında yeni kabinenin adını verdi","Libya meclisi yeni kabineyi reddetti, PM'yi görevden aldı"
3.8,Afgan doğusunda 4 yabancı asker öldü,Afganistan'da 4 Fransız Askerinin Öldüğü Bildirildi
2.5,Suriye güçleri merkez kasabayı bastı,"Suriye güçleri Humus'u bombala, Rusya iç savaş uyarısında bulundu"
2.2,Pak: İslam karşıtı film protestolarında 20 ölü,Pakistan'ın başkenti İslamabad'da İslam karşıtı film protestosunda 25 kişi yaralandı
1.8,Whitney Houston'ın ölüm nedeni haftalar sürebilir.,Müfettişler Whitney Houston'ın ölümüne cevap arıyor
3.6,"N Kore, Güney Kore tatbikatına misilleme konusunda uyardı","Kuzey, Seul'ün deniz tatbikatı planına misilleme konusunda uyardı"
1.4,İki Pas Hikayesi: New York Giants Super Bowl'u Nasıl Kazandı?,Super Bowl'da iki kötünün daha azı zafer kazandı
3.6,İsrail'in Gazze'ye düzenlediği yeni saldırıda 1 ölü,İsrail'in Gazze'ye düzenlediği yeni saldırıda iki kişi öldü: Sağlık görevlileri
1.0,Almanya'nın Suriye Krizi Konusunda Rusya'ya Baskı Yapması Muhtemel,Rusya Suriye konusunda ne düşünüyor? Kısa bir rehber
3.6,M23 otoyolundaki kazada 4 ağır yaralı,Otoyol kazasında 4 yaralı
2.0,"BM yardım şefi Amos, Kızılay ile Baba Amr'a girdi","KızılHaç, Suriye'nin kuşatılmış Baba Amr'larının terk edildiğini söylüyor."
1.0,Nijerya'daki isyanlarda onlarca kişi öldü,Kenya'daki çatışmalarda onlarca kişi öldü
1.2,Mısır'ın önde gelen cumhurbaşkanı adaylarının profilleri,Mısır cumhurbaşkanlığı seçiminin ikinci günü
4.4,Aktör Gazzara 81 yaşında öldü,Aktör Ben Gazzara 81 yaşında öldü
0.6,İngiliz altına hücum sessizlikleri maliyet üzerindeki kıskaçları susturuyor,Afgan içeriden saldırıda 2 İngiliz askeri öldü
4.6,Çığ en az 100 Pakistan askerini gömür,Çığ 100'den fazla Pakistan askerini gömür
4.6,Enflasyon 15 ayın en düşüğüne geriledi: Analistler ne diyor,Enflasyon 15 ayın en düşüğüne geriledi
3.0,"Komen, Planlı Ebeveynlik fonunu kesmeyecek",Susan G Komen U dönüşünde Planlı Ebeveynlik fon kesintisi
2.2,Forex &amp; Altın 25 Ağustos 2012,Forex & Altın 19 Temmuz 2012
2.8,İran: BM nükleer görüşmeleri devam edecek,İran: BM ile nükleer görüşmeler 'yapıcı'
4.2,Tarım: Kaliforniya'da deli dana hastalığı bulundu,USDA Kaliforniya'daki Deli Dana Hastalığı Vakayı Doğruladı
3.6,BP bazı Meksika Körfezi varlıklarını 5.55 dolara satıyor bil,"BP, Meksika Körfezi varlıklarını Plains'e 5,55 bn dolara sattı"
3.6,300 potansiyel Jimmy Savile kurbanı: polis,İngiltere: 300 potansiyel Savile istismar kurbanı ortaya çıktı
4.6,Armstrong Livestrong'dan istifa etti,Armstrong Livestrong'dan geri çekiliyor
1.8,ABD'nin İhA saldırısı Pakistan'da 5 militanı öldürdü,ABD İhA saldırıları Yemen'de 16 şüpheli militanı öldürdü
1.0,Suriye hükümeti saldırıları durdurmayacak,Suriyeli muhalifler 'katliam' ihbarında
4.6,Çin hisse senetleri Cuma günü öğle saatlerinde yükseldi,Çin hisse senetleri Cuma günü öğle saatlerinde yükseldi
3.2,Myanmar: Muhalefet Suu Kyi'nin kazandığını iddia etti,Suu Kyi'nin partisinin kazandığı iddiasıyla Myanmar'daki seçmenler umutlu
1.0,Obama'nın anket notu Cumhuriyetçi rakiplerine destek verdi,Obama'nın büyük İspanyol galibiyeti Cumhuriyetçileri endişelendiriyor
